title,company_name,description,skills_requirements,location,stipend,category,application_deadline,is_remote
Data Science Intern,IBM,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Azure, C, Communication Skills, Creativity, Data Analysis, NumPy, Product Sense, Teamwork",Hyderabad,10335-32468,Product,2026-07-17,False
Cybersecurity Intern,Microsoft,"Work in a student-friendly environment that values learning, feedback and long-term growth.","AWS, Azure, Git/GitHub, Java, Kubernetes, Linux, Product Sense",Jaipur,20099-47483,Cloud / DevOps,2025-12-28,False
Cloud Engineering Intern,Paytm,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Data Analysis, Excel, Linux, SQL, Tableau",Chennai,,Business / Analytics,2025-12-18,False
Growth Intern,CRED,High-performing interns may be considered for full-time offers or extended internships.,"Communication Skills, Creativity, Data Analysis, Kubernetes, Pandas",Ahmedabad,13864-28371,Marketing / Growth,2026-07-25,False
QA / Test Automation Intern,Amazon,Design and develop user-facing features while collaborating closely with design and product.,"Azure, Data Analysis, Excel, Kubernetes, NumPy, Tableau",Gurgaon,,Data Science,2026-03-18,False
Business Analyst Intern,Meesho,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Creativity, Data Analysis, Leadership, Teamwork, UI/UX Design",Noida,,Product,2026-05-28,False
Software Engineering Intern,Zomato,Work on real-time projects used by thousands of users while learning from senior mentors.,"Azure, Communication Skills, Creativity, Figma, REST APIs, TensorFlow, UI/UX Design",Gurgaon,12793-34796,UI/UX Design,2026-04-01,False
QA / Test Automation Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Azure, Communication Skills, Creativity, Data Analysis, Leadership, Product Sense, Teamwork",Hyderabad,,Product,2026-06-17,False
Backend Developer Intern,Reliance,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Creativity, Data Analysis, Excel, Linux, Power BI",Pune,,Product,2026-06-01,False
Machine Learning Intern,Paytm,"Work in a student-friendly environment that values learning, feedback and long-term growth.","GCP, Leadership, Machine Learning, NLP, PyTorch, TensorFlow",Jaipur,15505-39493,Machine Learning,2025-12-31,False
Cloud Engineering Intern,Salesforce,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Product Sense, UI/UX Design",Kolkata,,UI/UX Design,2026-05-08,False
Business Analyst Intern,NVIDIA,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Deep Learning, Java, NLP, NumPy, PyTorch, Statistics, Time Management",Gurgaon,12586-21285,Machine Learning,2026-02-22,False
DevOps Intern,Flipkart,Work on real-time projects used by thousands of users while learning from senior mentors.,"Azure, C, C++, GCP, NLP",Noida,16830-42513,Cloud / DevOps,2026-06-19,False
Backend Developer Intern,CRED,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Azure, Docker, Excel, Figma, Git/GitHub, Kubernetes, Marketing Basics",Noida,13066-39455,Cloud / DevOps,2026-07-03,False
Finance Intern,Freshworks,High-performing interns may be considered for full-time offers or extended internships.,"HTML/CSS, Kubernetes, NumPy, Power BI, Python, Statistics, UI/UX Design",Gurgaon,13917-35659,Data Science,2026-03-14,False
Machine Learning Intern,Paytm,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Figma, Java, Leadership, Problem Solving, Python, REST APIs, Statistics",Jaipur,20084-23734,Software Development,2026-02-25,False
Business Analyst Intern,Swiggy,Design and develop user-facing features while collaborating closely with design and product.,"C, Cloud Computing, Cybersecurity, Data Analysis, Linux, Networking, Python",Jaipur,18071-47868,Cybersecurity,2026-05-20,False
Full Stack Developer Intern,IBM,High-performing interns may be considered for full-time offers or extended internships.,"AWS, Communication Skills, Data Analysis, Leadership, Machine Learning, Product Sense, Teamwork",Jaipur,,Product,2026-01-07,False
Product Management Intern,Accenture,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Data Analysis, JavaScript, Power BI, SQL, Tableau",Delhi,7883-19478,Business / Analytics,2026-04-02,False
Backend Developer Intern,PhonePe,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Excel, GCP, NLP, Power BI, Tableau",Hyderabad,20833-37474,Business / Analytics,2026-06-17,False
Growth Intern,Infosys,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Azure, Deep Learning, GCP, Git/GitHub, Kubernetes, Linux",Delhi,,Cloud / DevOps,2026-05-31,False
DevOps Intern,Flipkart,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Cloud Computing, Data Analysis, GCP, Pandas, Power BI, Python, Statistics, Tableau",Pune,9183-21830,Data Science,2026-01-21,False
Mobile App Developer Intern,TCS,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Cloud Computing, Cybersecurity, Java, Linux, Problem Solving",Chennai,19662-44810,Cybersecurity,2026-06-29,False
Data Analyst Intern,Google,High-performing interns may be considered for full-time offers or extended internships.,"Cybersecurity, Linux, Networking, Problem Solving, Python, Teamwork",Ahmedabad,11750-16679,Cybersecurity,2026-01-06,False
Backend Developer Intern,Uber,High-performing interns may be considered for full-time offers or extended internships.,"C, Data Analysis, HTML/CSS, JavaScript, Problem Solving, REST APIs, React, Tableau",Hyderabad,10570-33387,Software Development,2026-03-05,False
Software Engineering Intern,Uber,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Data Analysis, Deep Learning, Finance Basics, Leadership, Problem Solving, React",Noida,8097-10620,Finance,2026-03-18,False
Software Engineering Intern,Salesforce,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Deep Learning, Machine Learning, NLP, Pandas, Python",Pune,18816-32919,Artificial Intelligence,2026-03-11,False
Business Analyst Intern,IBM,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Data Analysis, NumPy, SQL, Tableau",Remote,,Business / Analytics,2026-05-25,True
Frontend Developer Intern,Salesforce,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Docker, Git/GitHub, HTML/CSS, Problem Solving, UI/UX Design",Chennai,16573-36789,Cloud / DevOps,2026-02-24,False
Cybersecurity Intern,Uber,"Work in a student-friendly environment that values learning, feedback and long-term growth.","C++, Git/GitHub, JavaScript, Kubernetes, Python, React",Mumbai,11388-29200,Software Development,2026-07-16,False
Data Analyst Intern,Swiggy,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Communication Skills, Cybersecurity, Figma, Problem Solving, SQL, Tableau",Chennai,15499-33787,Business / Analytics,2026-07-15,False
Product Management Intern,Intel,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Creativity, Java, Power BI",Mumbai,,Product,2026-02-26,False
Data Analyst Intern,Infosys,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Docker, Git/GitHub, Machine Learning, UI/UX Design",Ahmedabad,21449-50486,Cloud / DevOps,2026-05-28,False
Software Engineering Intern,Salesforce,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","AWS, C++, Communication Skills, Figma, Teamwork",Bangalore,,UI/UX Design,2026-01-15,False
Finance Intern,PhonePe,High-performing interns may be considered for full-time offers or extended internships.,"Azure, GCP, Git/GitHub, Kubernetes, Linux, Python",Chennai,17031-21754,Cloud / DevOps,2026-03-06,False
Mobile App Developer Intern,Zoho,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Cloud Computing, Creativity, Git/GitHub, Machine Learning, NLP, PyTorch",Remote,20494-46430,Machine Learning,2026-03-11,True
QA / Test Automation Intern,IBM,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, Deep Learning, Leadership, Machine Learning, Statistics, TensorFlow",Jaipur,5785-33548,Machine Learning,2026-05-22,False
Finance Intern,Byjus,Work on real-time projects used by thousands of users while learning from senior mentors.,"C, Cloud Computing, Communication Skills, Creativity, UI/UX Design",Gurgaon,,UI/UX Design,2026-01-29,False
Frontend Developer Intern,NVIDIA,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Data Analysis, Product Sense, SQL, Tableau, TensorFlow",Pune,,Business / Analytics,2026-03-07,False
Cybersecurity Intern,Byjus,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Docker, GCP, Kubernetes, Statistics",Chennai,6812-16054,Cloud / DevOps,2026-03-25,False
Frontend Developer Intern,Reliance,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Java, PyTorch, Python",Kolkata,,Artificial Intelligence,2026-01-20,False
Full Stack Developer Intern,Salesforce,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Docker, Leadership, Linux, Machine Learning",Remote,,Cloud / DevOps,2026-07-23,True
Finance Intern,PhonePe,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Machine Learning, Power BI, Python, SQL, Statistics",Remote,21045-28109,Data Science,2025-12-16,True
Marketing Intern,Adobe,Work on real-time projects used by thousands of users while learning from senior mentors.,"AWS, Azure, Git/GitHub, Linux",Bangalore,8065-19354,Cloud / DevOps,2026-05-05,False
DevOps Intern,Wipro,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Data Analysis, Excel, Linux, Power BI, PyTorch",Hyderabad,13826-25259,Machine Learning,2026-03-09,False
Full Stack Developer Intern,Uber,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Communication Skills, Data Analysis, NLP, PyTorch, Python, UI/UX Design",Gurgaon,,Artificial Intelligence,2026-05-16,False
Backend Developer Intern,Paytm,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Leadership, Power BI, Product Sense, REST APIs, Teamwork",Pune,15559-19282,Product,2026-03-05,False
Mobile App Developer Intern,Salesforce,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Excel, Marketing Basics, NumPy, Power BI, SQL, Tableau",Pune,6530-32600,Business / Analytics,2026-01-25,False
Growth Intern,Accenture,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","AWS, Cloud Computing, Communication Skills, Pandas",Mumbai,12876-25301,Cloud / DevOps,2026-01-06,False
DevOps Intern,IBM,Design and develop user-facing features while collaborating closely with design and product.,"C++, Communication Skills, Linux, React",Pune,12673-23939,Software Development,2026-07-10,False
